car_name,brand,model,km_driven,seller_type,fuel_type,transmission_type,seats,selling_price,vehicle_age,mileage,seller_d,Transmission_Auto,Fuel_Petrol,Fuel_electric,Fuel_Diesel,Fuel_CNG,Fuel_LPG,engine,max_power,,,
Volkswagen Polo,Volkswagen,Polo,61500,Dealer,Petrol,Manual,5,498000,6,16.2,1,0,1,0,0,0,0,1199,74,,,
Maruti Alto,Maruti,Alto,59455,Dealer,Petrol,Manual,5,175000,10,19.7,1,0,1,0,0,0,0,796,46.3,,,
Maruti Swift,Maruti,Swift,110000,Individual,Diesel,Manual,5,440000,9,22.9,0,0,0,0,1,0,0,1248,74,,,
Renault KWID,Renault,KWID,64000,Individual,Petrol,Manual,5,300000,5,25.17,0,0,1,0,0,0,0,799,53.3,,,
Mahindra XUV500,Mahindra,XUV500,105000,Dealer,Diesel,Manual,7,525000,8,16,1,0,0,0,1,0,0,2179,140,,,
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,149500,Dealer,Diesel,Automatic,5,1565000,7,14.84,1,1,0,0,1,0,0,2143,170,,,
Honda City,Honda,City,65000,Dealer,Petrol,Manual,5,295000,11,17,1,0,1,0,0,0,0,1497,118,,,
Hyundai Grand,Hyundai,Grand,5800,Individual,Petrol,Automatic,5,525000,4,18.9,0,1,1,0,0,0,0,1197,82,,,
Hyundai i10,Hyundai,i10,30000,Dealer,Petrol,Automatic,5,332000,9,16.95,1,1,1,0,0,0,0,1197,78.9,,,
Maruti Alto,Maruti,Alto,52865,Dealer,Petrol,Manual,5,245000,9,23.95,1,0,1,0,0,0,0,998,67.05,,,
Datsun GO,Datsun,GO,450000,Individual,Petrol,Manual,5,295000,6,20.63,0,0,1,0,0,0,0,1198,67,,,
Maruti Ciaz,Maruti,Ciaz,31000,Dealer,Petrol,Manual,5,785000,4,20.73,1,0,1,0,0,0,0,1373,91.1,,,
Kia Seltos,Kia,Seltos,6000,Dealer,Petrol,Manual,5,1425000,2,16.8,1,0,1,0,0,0,0,1497,113.4,,,
Honda City,Honda,City,190000,Individual,Diesel,Manual,5,550000,7,25.1,0,0,0,0,1,0,0,1498,98.6,,,
Ford Ecosport,Ford,Ecosport,25592,Dealer,Petrol,Automatic,5,1095000,3,14.8,1,1,1,0,0,0,0,1497,121.36,,,
Mahindra KUV,Mahindra,KUV,35000,Individual,Petrol,Manual,5,350000,4,18.15,0,0,1,0,0,0,0,1198,82,,,
Hyundai Grand,Hyundai,Grand,12000,Dealer,Petrol,Automatic,5,625000,4,18.9,1,1,1,0,0,0,0,1197,82,,,
Maruti Ertiga,Maruti,Ertiga,56000,Individual,Diesel,Manual,7,975000,5,24.52,0,0,0,0,1,0,0,1248,88.5,,,
Hyundai Grand,Hyundai,Grand,46900,Dealer,Petrol,Automatic,5,461000,6,18.9,1,1,1,0,0,0,0,1197,82,,,
Mahindra Marazzo,Mahindra,Marazzo,36000,Dealer,Diesel,Manual,7,1085000,3,17.3,1,0,0,0,1,0,0,1497,121,,,
Maruti Vitara,Maruti,Vitara,23995,Dealer,Diesel,Automatic,5,1100000,2,24.3,1,1,0,0,1,0,0,1248,88.5,,,
Maruti Vitara,Maruti,Vitara,76000,Dealer,Diesel,Manual,5,850000,4,24.3,1,0,0,0,1,0,0,1248,88.5,,,
Maruti Swift Dzire,Maruti,Swift Dzire,20000,Individual,Petrol,Manual,5,575000,5,20.85,0,0,1,0,0,0,0,1197,83.14,,,
Maruti Vitara,Maruti,Vitara,31343,Dealer,Diesel,Manual,5,925000,4,24.3,1,0,0,0,1,0,0,1248,88.5,,,
Mini Cooper,Mini,Cooper,30000,Dealer,Petrol,Automatic,4,2300000,8,13.6,1,1,1,0,0,0,0,1598,181,,,
Maruti Ertiga,Maruti,Ertiga,35000,Individual,Diesel,Manual,7,725000,7,20.77,0,0,0,0,1,0,0,1248,88.76,,,
Volkswagen Polo,Volkswagen,Polo,58000,Dealer,Diesel,Manual,5,625000,6,20.14,1,0,0,0,1,0,0,1498,88.8,,,
Toyota Innova,Toyota,Innova,90000,Dealer,Diesel,Manual,7,575000,9,12.99,1,0,0,0,1,0,0,2494,100,,,
Toyota Glanza,Toyota,Glanza,10000,Individual,Petrol,Manual,5,750000,2,21.01,0,0,1,0,0,0,0,1197,81.8,,,
Honda City,Honda,City,178000,Individual,Petrol,Manual,5,260000,11,17,0,0,1,0,0,0,0,1497,118,,,
Honda City,Honda,City,70000,Dealer,Petrol,Manual,5,700000,5,17.8,1,0,1,0,0,0,0,1497,117.3,,,
Maruti Swift,Maruti,Swift,25000,Dealer,Petrol,Manual,5,415000,4,20.4,1,0,1,0,0,0,0,1197,81.8,,,
Hyundai Grand,Hyundai,Grand,50000,Individual,Diesel,Manual,5,450000,4,24,0,0,0,0,1,0,0,1186,73.97,,,
Volkswagen Polo,Volkswagen,Polo,52000,Dealer,Petrol,Automatic,5,645000,6,17.21,1,1,1,0,0,0,0,1197,103.5,,,
Maruti Ertiga,Maruti,Ertiga,38000,Individual,Diesel,Manual,7,650000,8,20.77,0,0,0,0,1,0,0,1248,88.8,,,
Hyundai Grand,Hyundai,Grand,32100,Dealer,Petrol,Manual,5,495000,5,18.9,1,0,1,0,0,0,0,1197,82,,,
Maruti Wagon R,Maruti,Wagon R,27500,Individual,Petrol,Manual,5,440000,4,20.51,0,0,1,0,0,0,0,998,67.04,,,
Hyundai i10,Hyundai,i10,70000,Dealer,Petrol,Automatic,5,225000,12,16.95,1,1,1,0,0,0,0,1197,78.9,,,
Hyundai i20,Hyundai,i20,52000,Dealer,Petrol,Manual,5,345000,8,18.5,1,0,1,0,0,0,0,1197,82.9,,,
Ford Figo,Ford,Figo,76500,Dealer,Diesel,Manual,5,235000,10,20,1,0,0,0,1,0,0,1399,68.05,,,
Mahindra XUV500,Mahindra,XUV500,9000,Individual,Diesel,Manual,7,1625000,3,15.1,0,0,0,0,1,0,0,2179,152.87,,,
Maruti Swift Dzire,Maruti,Swift Dzire,76000,Dealer,Diesel,Manual,5,435000,9,19.3,1,0,0,0,1,0,0,1248,73.9,,,
Honda City,Honda,City,58000,Dealer,Petrol,Manual,5,260000,12,16.8,1,0,1,0,0,0,0,1497,116.4,,,
Hyundai Grand,Hyundai,Grand,50000,Individual,Diesel,Manual,5,500000,4,24,0,0,0,0,1,0,0,1186,73.97,,,
Maruti Vitara,Maruti,Vitara,20000,Individual,Diesel,Manual,5,870000,3,24.3,0,0,0,0,1,0,0,1248,88.5,,,
Maruti Alto,Maruti,Alto,57000,Dealer,Petrol,Manual,5,390000,3,23.95,1,0,1,0,0,0,0,998,67.1,,,
Datsun GO,Datsun,GO,70000,Individual,Petrol,Manual,7,350000,6,19.44,0,0,1,0,0,0,0,1198,67,,,
Toyota Fortuner,Toyota,Fortuner,88251,Dealer,Diesel,Automatic,7,1490000,8,12.55,1,1,0,0,1,0,0,2982,168.5,,,
Maruti Alto,Maruti,Alto,40000,Dealer,CNG,Manual,4,260000,6,32.26,1,0,0,0,0,1,0,998,58.3,,,
Maruti Swift Dzire,Maruti,Swift Dzire,39500,Dealer,Petrol,Automatic,5,725000,4,22,1,1,1,0,0,0,0,1197,81.8,,,
Maruti Ertiga,Maruti,Ertiga,77100,Dealer,Petrol,Manual,7,550000,6,16.02,1,0,1,0,0,0,0,1373,93.7,,,
Toyota Innova,Toyota,Innova,57000,Dealer,Diesel,Manual,7,1390000,4,13.68,1,0,0,0,1,0,0,2393,147.8,,,
Volkswagen Polo,Volkswagen,Polo,56000,Dealer,Petrol,Manual,5,335000,7,16.47,1,0,1,0,0,0,0,1198,74,,,
Tata Safari,Tata,Safari,35000,Individual,Diesel,Manual,7,675000,10,13.93,0,0,0,0,1,0,0,2179,138,,,
Honda Jazz,Honda,Jazz,22000,Dealer,Petrol,Automatic,5,800000,3,18.2,1,1,1,0,0,0,0,1199,88.7,,,
Hyundai Grand,Hyundai,Grand,41473,Dealer,Petrol,Manual,5,550000,5,18.9,1,0,1,0,0,0,0,1197,82,,,
Mahindra XUV500,Mahindra,XUV500,49100,Individual,Diesel,Manual,7,800000,8,15.1,0,0,0,0,1,0,0,2179,140,,,
Honda WR-V,Honda,WR-V,15000,Individual,Diesel,Manual,5,790000,3,25.5,0,0,0,0,1,0,0,1498,98.6,,,
Ford Figo,Ford,Figo,97000,Dealer,Diesel,Manual,5,475000,5,25.83,1,0,0,0,1,0,0,1498,99,,,
Jaguar XF,Jaguar,XF,49000,Dealer,Diesel,Automatic,5,2650000,6,16.36,1,1,0,0,1,0,0,2179,187.7,,,
Toyota Innova,Toyota,Innova,30000,Dealer,Diesel,Automatic,7,2250000,3,11.36,1,1,0,0,1,0,0,2755,171.5,,,
Volkswagen Polo,Volkswagen,Polo,43000,Dealer,Petrol,Manual,5,600000,6,17.24,1,0,1,0,0,0,0,1198,73.9,,,
Hyundai Verna,Hyundai,Verna,65694,Dealer,Petrol,Manual,5,510000,7,17.01,1,0,1,0,0,0,0,1591,121.3,,,
Maruti Swift,Maruti,Swift,18000,Dealer,Petrol,Manual,5,740000,2,21.21,1,0,1,0,0,0,0,1197,81.8,,,
BMW 3,BMW,3,45833,Dealer,Diesel,Automatic,5,2700000,6,19.59,1,1,0,0,1,0,0,1995,187.74,,,
Maruti Swift Dzire,Maruti,Swift Dzire,10450,Dealer,Diesel,Automatic,5,850000,2,28.4,1,1,0,0,1,0,0,1248,74.02,,,
Ford Ecosport,Ford,Ecosport,11458,Dealer,Diesel,Manual,5,990000,2,21.7,1,0,0,0,1,0,0,1498,98.96,,,
Volkswagen Vento,Volkswagen,Vento,79000,Dealer,Diesel,Manual,5,349000,10,20.54,1,0,0,0,1,0,0,1598,103.6,,,
Mini Cooper,Mini,Cooper,22000,Dealer,Petrol,Automatic,4,3875000,3,17.33,1,1,1,0,0,0,0,1998,189.08,,,
Volkswagen Polo,Volkswagen,Polo,63000,Dealer,Diesel,Manual,5,645000,5,20.14,1,0,0,0,1,0,0,1498,88,,,
Maruti Swift,Maruti,Swift,25000,Individual,Petrol,Manual,5,475000,2,21.21,0,0,1,0,0,0,0,1197,81.8,,,
Mercedes-Benz S-Class,Mercedes-Benz,S-Class,20000,Dealer,Diesel,Automatic,5,5675000,6,13.5,1,1,0,0,1,0,0,2987,254.79,,,
Maruti Swift Dzire,Maruti,Swift Dzire,23600,Dealer,Diesel,Automatic,5,775000,4,28.4,1,1,0,0,1,0,0,1248,74.02,,,
Datsun RediGO,Datsun,RediGO,15000,Individual,Petrol,Manual,5,285000,3,22.5,0,0,1,0,0,0,0,999,68,,,
Maruti Alto,Maruti,Alto,40000,Individual,Petrol,Manual,5,350000,5,23.95,0,0,1,0,0,0,0,998,67.05,,,
Ford Figo,Ford,Figo,59000,Dealer,Diesel,Manual,5,410000,6,20,1,0,0,0,1,0,0,1399,68.05,,,
Maruti Ciaz,Maruti,Ciaz,20000,Individual,Petrol,Manual,5,820000,2,21.56,0,0,1,0,0,0,0,1462,103.25,,,
Ford Ecosport,Ford,Ecosport,58100,Dealer,Diesel,Manual,5,450000,7,22.7,1,0,0,0,1,0,0,1498,89.84,,,
Ford Aspire,Ford,Aspire,90000,Individual,Diesel,Manual,5,480000,6,25.83,0,0,0,0,1,0,0,1498,99,,,
Hyundai Grand,Hyundai,Grand,11700,Individual,Diesel,Manual,5,580000,4,24,0,0,0,0,1,0,0,1186,73.97,,,
Maruti Alto,Maruti,Alto,110000,Individual,Petrol,Manual,5,45000,17,19.7,0,0,1,0,0,0,0,796,46.3,,,
Ford Figo,Ford,Figo,60000,Dealer,Diesel,Manual,5,210000,7,20,1,0,0,0,1,0,0,1399,68.05,,,
Hyundai i10,Hyundai,i10,40300,Dealer,Petrol,Manual,5,335000,10,20.36,1,0,1,0,0,0,0,1197,78.9,,,
Maruti Swift Dzire,Maruti,Swift Dzire,59500,Individual,Diesel,Manual,5,560000,7,23.4,0,0,0,0,1,0,0,1248,74,,,
BMW 5,BMW,5,10500,Dealer,Diesel,Automatic,5,5000000,2,22.48,1,1,0,0,1,0,0,1995,187.74,,,
Honda Amaze,Honda,Amaze,97000,Individual,Diesel,Manual,5,400000,7,25.8,0,0,0,0,1,0,0,1498,98.6,,,
Audi A4,Audi,A4,52000,Dealer,Petrol,Automatic,5,1400000,8,15.64,1,1,1,0,0,0,0,1798,167.62,,,
Mahindra KUV100,Mahindra,KUV100,15000,Individual,Diesel,Manual,6,500000,3,25.32,0,0,0,0,1,0,0,1198,77,,,
Maruti Ertiga,Maruti,Ertiga,81754,Dealer,Diesel,Manual,7,670000,8,20.77,1,0,0,0,1,0,0,1248,88.76,,,
Maruti Ertiga,Maruti,Ertiga,74675,Dealer,Diesel,Manual,7,499000,9,20.77,1,0,0,0,1,0,0,1248,88.76,,,
Maruti Dzire VXI,Maruti,Dzire VXI,51000,Dealer,Petrol,Manual,5,485000,7,23.26,1,0,1,0,0,0,0,1197,88.5,,,
Ford Figo,Ford,Figo,58481,Dealer,Diesel,Manual,5,435000,7,20,1,0,0,0,1,0,0,1399,68.05,,,
Honda City,Honda,City,62000,Dealer,Petrol,Manual,5,200000,13,17.7,1,0,1,0,0,0,0,1497,78,,,
Renault KWID,Renault,KWID,24000,Dealer,Petrol,Manual,5,375000,5,25.17,1,0,1,0,0,0,0,799,53.3,,,
Hyundai Grand,Hyundai,Grand,44800,Individual,Petrol,Manual,5,445000,4,18.9,0,0,1,0,0,0,0,1197,81.86,,,
Tata Harrier,Tata,Harrier,12750,Dealer,Diesel,Manual,5,1750000,2,17,1,0,0,0,1,0,0,1956,138.1,,,
Hyundai Grand,Hyundai,Grand,21065,Dealer,Petrol,Manual,5,575000,4,18.9,1,0,1,0,0,0,0,1197,81.86,,,
Hyundai Verna,Hyundai,Verna,16500,Dealer,Petrol,Manual,5,771000,3,17.43,1,0,1,0,0,0,0,1396,105.5,,,
Mahindra XUV500,Mahindra,XUV500,30000,Dealer,Diesel,Manual,7,1475000,4,16,1,0,0,0,1,0,0,2179,140,,,
Tata Tiago,Tata,Tiago,35000,Individual,Petrol,Manual,5,434000,2,23.84,0,0,1,0,0,0,0,1199,84,,,
Maruti Swift,Maruti,Swift,88466,Dealer,Petrol,Manual,5,290000,11,18.6,1,0,1,0,0,0,0,1197,85.8,,,
Maruti Alto,Maruti,Alto,54171,Dealer,Petrol,Manual,5,100000,15,19.7,1,0,1,0,0,0,0,796,46.3,,,
Renault KWID,Renault,KWID,17500,Individual,Petrol,Manual,5,360000,3,23.01,0,0,1,0,0,0,0,999,67,,,
Maruti Ciaz,Maruti,Ciaz,6003,Trustmark Dealer,Petrol,Manual,5,875000,1,21.56,0,0,1,0,0,0,0,1462,103.25,,,
Volkswagen Vento,Volkswagen,Vento,37000,Dealer,Petrol,Manual,5,670000,9,15.04,1,0,1,0,0,0,0,1598,103.6,,,
Hyundai Verna,Hyundai,Verna,70000,Individual,Diesel,Manual,5,625000,6,23.9,0,0,0,0,1,0,0,1582,126.2,,,
Maruti Ciaz,Maruti,Ciaz,110000,Individual,Diesel,Manual,5,700000,5,28.09,0,0,0,0,1,0,0,1248,88.5,,,
Maruti Baleno,Maruti,Baleno,14171,Dealer,Petrol,Manual,5,750000,2,21.01,1,0,1,0,0,0,0,1197,81.8,,,
Toyota Fortuner,Toyota,Fortuner,266007,Dealer,Diesel,Automatic,7,1300000,7,12.55,1,1,0,0,1,0,0,2982,168.5,,,
BMW 3,BMW,3,76186,Dealer,Petrol,Automatic,5,1500000,9,12.05,1,1,1,0,0,0,0,1995,154,,,
Ford Figo,Ford,Figo,56000,Dealer,Petrol,Manual,5,370000,10,15.6,1,0,1,0,0,0,0,1196,70.02,,,
Maruti Alto,Maruti,Alto,35000,Individual,Petrol,Manual,5,240000,4,24.7,0,0,1,0,0,0,0,796,47.3,,,
Skoda Superb,Skoda,Superb,55572,Dealer,Petrol,Automatic,5,1065000,8,13.7,1,1,1,0,0,0,0,1798,157.75,,,
Tata Tiago,Tata,Tiago,20000,Individual,Petrol,Manual,5,550000,2,23.84,0,0,1,0,0,0,0,1199,84,,,
Mahindra Scorpio,Mahindra,Scorpio,92000,Dealer,Diesel,Manual,7,295000,14,10.5,1,0,0,0,1,0,0,2179,120,,,
Maruti Wagon R,Maruti,Wagon R,39264,Dealer,Petrol,Manual,5,450000,7,20.51,1,0,1,0,0,0,0,998,67.06,,,
Ford Ecosport,Ford,Ecosport,57000,Dealer,Diesel,Manual,5,570000,8,22.7,1,0,0,0,1,0,0,1498,89.84,,,
Toyota Innova,Toyota,Innova,161823,Dealer,Diesel,Manual,8,790000,8,12.99,1,0,0,0,1,0,0,2494,100.6,,,
Hyundai Grand,Hyundai,Grand,9000,Dealer,Petrol,Manual,5,595000,2,18.9,1,0,1,0,0,0,0,1197,81.86,,,
Maruti Swift,Maruti,Swift,54000,Dealer,Petrol,Manual,5,340000,8,18.6,1,0,1,0,0,0,0,1197,85.8,,,
Maruti Ciaz,Maruti,Ciaz,135000,Individual,Diesel,Manual,5,690000,5,28.09,0,0,0,0,1,0,0,1248,88.5,,,
Hyundai Creta,Hyundai,Creta,50000,Individual,Diesel,Manual,5,870000,4,21.38,0,0,0,0,1,0,0,1396,88.7,,,
Maruti Wagon R,Maruti,Wagon R,80000,Individual,Petrol,Manual,5,120000,13,18.9,0,0,1,0,0,0,0,998,67.1,,,
Maruti Ignis,Maruti,Ignis,41000,Individual,Diesel,Manual,5,575000,3,26.8,0,0,0,0,1,0,0,1248,74,,,
Maruti Swift Dzire,Maruti,Swift Dzire,57000,Individual,Diesel,Manual,5,420000,7,23.4,0,0,0,0,1,0,0,1248,74,,,
Renault KWID,Renault,KWID,15000,Individual,Petrol,Manual,5,410000,2,25.17,0,0,1,0,0,0,0,799,53.3,,,
Hyundai Creta,Hyundai,Creta,25000,Individual,Diesel,Manual,5,1100000,3,21.38,0,0,0,0,1,0,0,1396,88.7,,,
Toyota Yaris,Toyota,Yaris,25000,Individual,Petrol,Automatic,5,1080000,3,17.8,0,1,1,0,0,0,0,1496,105.5,,,
Jaguar XF,Jaguar,XF,14000,Dealer,Diesel,Automatic,5,4550000,2,19.33,1,1,0,0,1,0,0,1999,177,,,
Renault KWID,Renault,KWID,10000,Individual,Petrol,Manual,5,330000,2,25.17,0,0,1,0,0,0,0,799,53.3,,,
BMW X1,BMW,X1,210000,Dealer,Diesel,Automatic,5,800000,10,17.05,1,1,0,0,1,0,0,1995,184,,,
Ford Ecosport,Ford,Ecosport,13050,Dealer,Diesel,Manual,5,875000,2,22.77,1,0,0,0,1,0,0,1498,98.59,,,
Toyota Innova,Toyota,Innova,91771,Dealer,Diesel,Manual,7,1650000,5,13.68,1,0,0,0,1,0,0,2393,147.8,,,
Maruti Celerio,Maruti,Celerio,41248,Dealer,Petrol,Automatic,5,420000,7,23.1,1,1,1,0,0,0,0,998,67.04,,,
Ford Ecosport,Ford,Ecosport,66000,Dealer,Diesel,Manual,5,775000,6,22.77,1,0,0,0,1,0,0,1498,98.59,,,
Honda City,Honda,City,10229,Dealer,Petrol,Manual,5,1100000,2,17.4,1,0,1,0,0,0,0,1497,117.6,,,
Hyundai Venue,Hyundai,Venue,11000,Dealer,Petrol,Manual,5,1075000,2,18.27,1,0,1,0,0,0,0,998,118.35,,,
Renault KWID,Renault,KWID,40500,Dealer,Petrol,Manual,5,310000,5,25.17,1,0,1,0,0,0,0,799,53.3,,,
Datsun RediGO,Datsun,RediGO,35000,Individual,Petrol,Manual,5,250000,4,22.5,0,0,1,0,0,0,0,999,67,,,
Mahindra XUV500,Mahindra,XUV500,120000,Individual,Diesel,Manual,7,560000,7,15.1,0,0,0,0,1,0,0,2179,140,,,
Tata Tigor,Tata,Tigor,35000,Individual,Petrol,Manual,5,500000,3,20.3,0,0,1,0,0,0,0,1199,84,,,
Mahindra Bolero,Mahindra,Bolero,139000,Dealer,Diesel,Manual,7,385000,12,13.6,1,0,0,0,1,0,0,2523,63,,,
Mahindra XUV500,Mahindra,XUV500,59000,Dealer,Diesel,Automatic,7,1185000,5,16,1,1,0,0,1,0,0,2179,140,,,
Hyundai Verna,Hyundai,Verna,32000,Dealer,Petrol,Manual,5,580000,7,17.01,1,0,1,0,0,0,0,1591,121.3,,,
Maruti Alto,Maruti,Alto,19369,Dealer,Petrol,Manual,5,356000,4,23.95,1,0,1,0,0,0,0,998,67.05,,,
Maruti Wagon R,Maruti,Wagon R,82088,Individual,Petrol,Manual,5,210000,9,18.9,0,0,1,0,0,0,0,998,67.1,,,
Maruti Celerio,Maruti,Celerio,22000,Individual,Petrol,Manual,5,450000,3,23.1,0,0,1,0,0,0,0,998,67.04,,,
Hyundai i20,Hyundai,i20,90000,Individual,Diesel,Manual,5,300000,8,21.9,0,0,0,0,1,0,0,1396,88.76,,,
Ford Figo,Ford,Figo,96000,Dealer,Diesel,Manual,5,425000,6,20,1,0,0,0,1,0,0,1399,68.05,,,
Maruti Ertiga,Maruti,Ertiga,36700,Dealer,Diesel,Manual,7,895000,5,24.52,1,0,0,0,1,0,0,1248,88.5,,,
Hyundai i10,Hyundai,i10,80000,Individual,Petrol,Manual,5,230000,11,20.36,0,0,1,0,0,0,0,1197,78.9,,,
Honda City,Honda,City,68000,Dealer,Petrol,Manual,5,500000,8,16.8,1,0,1,0,0,0,0,1497,116.3,,,
Maruti Vitara,Maruti,Vitara,50000,Individual,Diesel,Manual,5,775000,1,24.3,0,0,0,0,1,0,0,1248,88.5,,,
Maruti Wagon R,Maruti,Wagon R,44000,Dealer,Petrol,Manual,5,410000,4,20.51,1,0,1,0,0,0,0,998,67.04,,,
Hyundai Grand,Hyundai,Grand,29000,Dealer,Petrol,Manual,5,495000,5,18.9,1,0,1,0,0,0,0,1197,82,,,
Maruti Swift,Maruti,Swift,49000,Dealer,Petrol,Manual,5,325000,9,21.21,1,0,1,0,0,0,0,1197,81.8,,,
Ford Figo,Ford,Figo,73000,Dealer,Petrol,Manual,5,299000,8,15.6,1,0,1,0,0,0,0,1196,70.02,,,
Volkswagen Polo,Volkswagen,Polo,61000,Dealer,Petrol,Manual,5,320000,10,16.47,1,0,1,0,0,0,0,1198,73.9,,,
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,85000,Dealer,Diesel,Automatic,5,975000,11,14.21,1,1,0,0,1,0,0,2143,203,,,
Maruti Wagon R,Maruti,Wagon R,14000,Individual,Petrol,Manual,5,440000,5,20.51,0,0,1,0,0,0,0,998,67.04,,,
Hyundai Grand,Hyundai,Grand,5000,Individual,Petrol,Manual,5,640000,3,18.9,0,0,1,0,0,0,0,1197,81.86,,,
Maruti Ertiga,Maruti,Ertiga,48000,Dealer,CNG,Manual,7,649000,7,22.8,1,0,0,0,0,1,0,1373,80.9,,,
Maruti Swift,Maruti,Swift,42000,Dealer,Petrol,Manual,5,525000,5,20.4,1,0,1,0,0,0,0,1197,83.11,,,
Mahindra XUV500,Mahindra,XUV500,46000,Dealer,Diesel,Manual,7,1775000,3,15.1,1,0,0,0,1,0,0,2179,152.87,,,
Hyundai Creta,Hyundai,Creta,70000,Dealer,Diesel,Manual,5,1125000,5,20.5,1,0,0,0,1,0,0,1582,126.2,,,
Maruti Swift,Maruti,Swift,31000,Dealer,Diesel,Manual,5,521000,6,28.4,1,0,0,0,1,0,0,1248,74,,,
Maruti Alto,Maruti,Alto,60000,Dealer,CNG,Manual,5,260000,7,30.46,1,0,0,0,0,1,0,796,47.3,,,
Hyundai Verna,Hyundai,Verna,40000,Individual,Diesel,Automatic,5,980000,4,22,0,1,0,0,1,0,0,1582,126.2,,,
Ford Ecosport,Ford,Ecosport,25000,Individual,Diesel,Manual,5,950000,3,23,0,0,0,0,1,0,0,1498,98.96,,,
Maruti Ciaz,Maruti,Ciaz,49500,Individual,Diesel,Manual,5,700000,5,28.09,0,0,0,0,1,0,0,1248,88.5,,,
Maruti Alto,Maruti,Alto,22987,Trustmark Dealer,Petrol,Manual,5,335000,2,24.7,0,0,1,0,0,0,0,796,47.3,,,
Maruti Celerio,Maruti,Celerio,30000,Individual,Petrol,Automatic,5,450000,5,23.1,0,1,1,0,0,0,0,998,67.04,,,
Mahindra XUV500,Mahindra,XUV500,220000,Individual,Diesel,Manual,7,800000,7,15.1,0,0,0,0,1,0,0,2179,140,,,
Skoda Octavia,Skoda,Octavia,48592,Dealer,Diesel,Manual,5,1675000,4,18.7,1,0,0,0,1,0,0,1896,66,,,
Ford Ecosport,Ford,Ecosport,68281,Dealer,Diesel,Manual,5,420000,8,22.7,1,0,0,0,1,0,0,1498,89.84,,,
Hyundai i20,Hyundai,i20,38000,Dealer,Diesel,Manual,5,875000,3,22.54,1,0,0,0,1,0,0,1396,88.76,,,
Volkswagen Polo,Volkswagen,Polo,39000,Dealer,Diesel,Manual,5,365000,9,22.07,1,0,0,0,1,0,0,1199,73.9,,,
Honda City,Honda,City,85000,Individual,Petrol,Manual,5,530000,10,17,0,0,1,0,0,0,0,1497,118,,,
BMW 5,BMW,5,12000,Dealer,Diesel,Automatic,5,3900000,3,22.48,1,1,0,0,1,0,0,1995,187.74,,,
Mercedes-Benz GL-Class,Mercedes-Benz,GL-Class,40000,Dealer,Diesel,Automatic,7,4700000,5,11.3,1,1,0,0,1,0,0,2987,254.8,,,
Mahindra XUV500,Mahindra,XUV500,81000,Dealer,Diesel,Manual,7,715000,8,15.1,1,0,0,0,1,0,0,2179,140,,,
Hyundai i10,Hyundai,i10,51000,Dealer,Petrol,Manual,5,175000,13,19.81,1,0,1,0,0,0,0,1086,68.05,,,
Maruti Ertiga,Maruti,Ertiga,25000,Dealer,CNG,Manual,7,795000,3,17.5,1,0,0,0,0,1,0,1373,80.46,,,
Volkswagen Vento,Volkswagen,Vento,118000,Dealer,Diesel,Manual,5,540000,8,20.54,1,0,0,0,1,0,0,1598,103.5,,,
Skoda Rapid,Skoda,Rapid,57000,Dealer,Petrol,Manual,5,295000,9,15,1,0,1,0,0,0,0,1598,103.5,,,
Toyota Fortuner,Toyota,Fortuner,100930,Dealer,Diesel,Automatic,7,2925000,4,15.04,1,1,0,0,1,0,0,2755,174.5,,,
Maruti Baleno,Maruti,Baleno,7000,Individual,Petrol,Manual,5,750000,1,21.01,0,0,1,0,0,0,0,1197,81.8,,,
Renault Duster,Renault,Duster,38000,Individual,Diesel,Manual,5,580000,8,19.01,0,0,0,0,1,0,0,1461,108.45,,,
Hyundai i20,Hyundai,i20,90000,Individual,Petrol,Manual,5,535000,7,18.5,0,0,1,0,0,0,0,1197,82.85,,,
Maruti Vitara,Maruti,Vitara,33254,Dealer,Diesel,Manual,5,825000,5,24.3,1,0,0,0,1,0,0,1248,88.5,,,
Maruti Swift,Maruti,Swift,11893,Trustmark Dealer,Petrol,Automatic,5,660000,2,21.21,0,1,1,0,0,0,0,1197,81.8,,,
Ford Ecosport,Ford,Ecosport,36203,Dealer,Diesel,Manual,5,725000,6,22.77,1,0,0,0,1,0,0,1498,98.59,,,
Volkswagen Polo,Volkswagen,Polo,86400,Dealer,Diesel,Manual,5,565000,5,20.14,1,0,0,0,1,0,0,1498,88,,,
Hyundai Grand,Hyundai,Grand,70000,Dealer,Petrol,Automatic,5,430000,7,18.9,1,1,1,0,0,0,0,1197,82,,,
Ford Ecosport,Ford,Ecosport,47935,Dealer,Petrol,Automatic,5,865000,5,14.7,1,1,1,0,0,0,0,1496,120.69,,,
Hyundai Verna,Hyundai,Verna,15000,Individual,Petrol,Manual,5,970000,2,17,0,0,1,0,0,0,0,1591,121.3,,,
Maruti Ertiga,Maruti,Ertiga,20000,Individual,Petrol,Manual,7,750000,4,17.5,0,0,1,0,0,0,0,1373,91.1,,,
Hyundai i20,Hyundai,i20,65000,Dealer,Petrol,Manual,5,300000,10,18.5,1,0,1,0,0,0,0,1197,80,,,
BMW 5,BMW,5,48000,Dealer,Diesel,Automatic,5,1290000,11,16.73,1,1,0,0,1,0,0,2495,218,,,
